id_site,site_type,latitude,longitude,water_temp,water_salinity,water_ph,dis_oxig,enterococoe,Timestamp,Hour,status
10.0,3.0,26.082873,-111.323868,19.52,31.8,7.58,6.08,1338.0,1398988800.0,12.116666666666667,0.0
10.0,3.0,26.082873,-111.323868,31.4,29.8,7.14,6.33,8297.0,1405468800.0,10.0,0.0
14.0,3.0,25.832737,-111.329703,26.01,31.9,7.32,6.01,10112.0,1407628800.0,7.8,0.0
10.0,3.0,26.082873,-111.323868,33.63,32.9,8.0,5.94,226.0,1411516800.0,10.9,0.0
10.0,3.0,26.082873,-111.323868,29.94,31.7,7.36,6.01,8297.0,1407628800.0,10.6,0.0
8.0,3.0,26.022352,-111.344335,27.59,32.1,7.27,6.01,10112.0,1414454400.0,11.65,0.0
21.0,3.0,26.001124,-111.337404,28.93,35.2,6.93,5.45,6586.0,1469059200.0,9.916666666666666,0.0
10.0,3.0,26.082873,-111.323868,26.9,33.0,7.3,6.01,10112.0,1445644800.0,11.2,0.0
16.0,3.0,25.972378,-111.352629,26.9,33.0,7.3,6.01,11070.0,1445644800.0,8.75,0.0
10.0,3.0,26.082873,-111.323868,18.0,34.0,7.03,7.09,8297.0,1501718400.0,10.583333333333334,0.0
10.0,3.0,26.082873,-111.323868,26.0,32.0,6.74,6.33,1119.0,1564099200.0,8.516666666666667,0.0
11.0,3.0,25.721483,-111.234901,23.61,32.1,7.83,6.9,9600.0,1402012800.0,6.25,0.0
11.0,3.0,25.721483,-111.234901,26.64,31.7,7.36,6.01,9606.0,1407628800.0,7.116666666666666,0.0
11.0,3.0,25.721483,-111.234901,27.5,32.0,7.3,6.01,318.0,1420848000.0,6.233333333333333,0.0
11.0,3.0,25.721483,-111.234901,26.9,33.0,7.3,6.01,1392.0,1445644800.0,7.383333333333334,0.0
11.0,3.0,25.721483,-111.234901,22.25,33.6,8.34,6.95,256.0,1459382400.0,9.1,0.0
10.0,3.0,26.082873,-111.323868,28.53,35.3,7.01,6.32,1644.0,1469059200.0,11.033333333333331,0.0
11.0,3.0,25.721483,-111.234901,17.0,30.0,6.68,6.24,906.0,1501718400.0,7.35,0.0
13.0,3.0,25.798917,-111.310964,16.0,33.0,7.58,6.08,275.0,1516320000.0,7.916666666666667,0.0
13.0,3.0,25.798917,-111.310964,28.0,32.0,6.74,6.33,420.0,1564099200.0,11.333333333333334,0.0
14.0,3.0,25.832737,-111.329703,26.11,32.0,7.93,6.9,9600.0,1403049600.0,6.966666666666667,0.0
14.0,3.0,25.832737,-111.329703,28.73,30.1,7.93,6.33,6400.0,1405468800.0,7.916666666666667,0.0
14.0,3.0,25.832737,-111.329703,27.5,32.0,7.3,6.01,437.0,1420848000.0,6.8,0.0
14.0,3.0,25.832737,-111.329703,26.9,32.0,7.3,6.01,300.0,1445644800.0,8.166666666666666,0.0
14.0,3.0,25.832737,-111.329703,21.85,33.9,8.38,7.2,548.0,1459382400.0,10.55,0.0
21.0,3.0,26.001124,-111.337404,28.47,35.1,6.81,5.63,1904.0,1469664000.0,9.683333333333334,0.0
14.0,3.0,25.832737,-111.329703,28.0,33.0,6.74,6.33,3448.0,1564099200.0,11.033333333333331,0.0
15.0,3.0,25.922304,-111.347746,29.16,30.3,7.95,6.33,8704.0,1405468800.0,8.783333333333333,0.0
10.0,3.0,26.082873,-111.323868,22.7,32.9,6.63,6.8,10112.0,1491350400.0,11.75,0.0
15.0,3.0,25.922304,-111.347746,26.09,24.8,7.13,6.01,8704.0,1407628800.0,8.533333333333333,0.0
15.0,3.0,25.922304,-111.347746,25.94,31.8,7.28,6.01,6893.0,1414454400.0,10.016666666666667,0.0
10.0,3.0,26.082873,-111.323868,27.74,35.2,6.68,6.24,1364.0,1469664000.0,10.666666666666666,0.0
10.0,3.0,26.082873,-111.323868,17.5,33.0,6.63,6.8,10112.0,1495065600.0,10.783333333333331,0.0
15.0,3.0,25.922304,-111.347746,19.0,31.0,7.12,6.03,6015.0,1501718400.0,8.75,0.0
16.0,3.0,25.972378,-111.352629,24.01,32.3,8.01,6.9,406.0,1402012800.0,11.633333333333333,0.0
16.0,3.0,25.972378,-111.352629,20.44,33.4,7.9,6.9,9600.0,1403049600.0,11.916666666666666,0.0
16.0,3.0,25.972378,-111.352629,28.96,31.1,8.65,5.94,6015.0,1411516800.0,9.416666666666666,0.0
16.0,3.0,25.972378,-111.352629,27.1,32.3,7.3,6.01,6167.0,1407628800.0,9.383333333333333,0.0
11.0,3.0,25.721483,-111.234901,24.0,32.0,6.63,6.8,10112.0,1495065600.0,7.266666666666667,0.0
16.0,3.0,25.972378,-111.352629,28.0,31.0,6.74,6.33,1039.0,1564099200.0,10.033333333333331,0.0
13.74739561623586,3.0,25.82336925062957,-111.32172053307012,26.06304692059047,31.883159707749055,7.323368058450189,6.01,10069.394060605115,1407628800.0,7.742462334809279,0.0
13.40299010525424,2.659700989474576,25.991664698002932,-111.31993822702646,26.205079808411867,32.25343188000169,6.69465681199983,6.558387702526948,7094.90897268159,1490527148.6337368,10.729102968423728,0.0
8.033873630205418,2.4067747260410837,25.89464723714443,-111.29682066764528,20.144035719267045,32.0,6.63,6.8,10112.0,1495065600.0,8.611310620973542,0.0
6.880846015798555,2.8808460157985554,26.016128954493198,-111.34062581355815,23.50595769921007,32.51191539842014,7.9535746195260435,6.9,1232.1846999308748,1402012800.0,11.159929498683454,0.0
9.825891162053544,3.0,26.07760437950932,-111.32564974279313,26.174108837946456,32.0,6.74,6.33,1161.482556458935,1564099200.0,8.554390248221733,0.0
14.212470921374845,3.0,25.994282381329473,-111.34641631500658,28.873177159038207,31.48304194541968,8.435496510564981,5.94,7061.215233589608,1411516800.0,9.680540006844666,0.0
18.322854075326475,2.1677145924673527,25.85980053593147,-111.31425676811381,26.66079549432137,32.03291416301306,7.318385729623367,6.01,8297.0,1407628800.0,8.075400930484303,0.0
22.303157904987135,3.9004511292838764,26.019774145640984,-111.34549652660493,24.181085714563935,32.75022556464194,8.091040601635548,6.9,523.0586468069039,1402012800.0,10.837934835799242,0.0
9.554723312141494,3.0,26.033146965140077,-111.32845565536138,31.770569254495218,32.05592174265774,8.054467747260038,6.33,9244.977080229444,1405468800.0,10.050399476838749,0.0
16.871624237939887,3.0,25.901814741507714,-111.33286219689377,24.629062357291,32.53330164418883,7.954613922039485,6.9,9600.0,1403049600.0,9.134059246254628,0.0
14.192517544378637,3.0,25.994526890011183,-111.34634696561959,28.872207995012676,31.48731766906172,8.433102105325437,5.94,7072.8936600972465,1411516800.0,9.683485505353628,0.0
12.082324577781193,3.0,26.044525257629676,-111.3338496228636,26.69410819259373,31.652945903703134,6.74,6.33,1091.2356722962509,1564099200.0,9.043032046050246,0.0
12.885516887873514,3.0,25.98764658043036,-111.34853829945905,28.0,30.653946320874834,6.74,6.33,3677.659303329385,1564099200.0,9.704582338164425,0.0
8.0,3.0,26.022352,-111.344335,31.164535676699778,32.83428792119137,7.973142415761726,6.33,3652.502653111843,1406263653.3052692,11.884249300342367,0.0
20.994829875871172,2.9948298758711713,26.0001609351279,-111.33727431260635,27.631520996428723,32.19948298758712,7.329896597517424,6.01,9134.646755483527,1407628800.0,9.589487414271382,0.0
10.28214749838651,3.0,25.980907715558097,-111.29876618351105,19.333958739512322,32.717852501613486,6.63,6.8,10112.0,1495065600.0,9.791114630674102,0.0
9.412183195027007,3.0,26.068343932031482,-111.32647320407965,27.175633609945987,31.41218319502701,6.74,6.33,602.896845233712,1564099200.0,8.604839187412615,0.0
7.0,3.0,26.014145756818532,-111.34016772688837,16.5,33.866720834382576,7.2,6.08,949.775692487176,1535846400.0,9.51225111167071,0.0
21.390503105759283,3.1952515528796415,26.005788559598294,-111.33883011734224,27.059447142973905,31.887597515392574,7.306332391298425,6.01,10013.202714242901,1414454400.0,11.052551345829022,0.0
12.504208418386854,3.0,25.996634659009167,-111.34769373191499,27.41667985953209,30.08865230388116,7.312436873724197,6.01,7556.0,1407628800.0,9.570447561647871,0.0
11.080973974955413,3.0,26.032655744910898,-111.33553257369095,28.0,31.0,6.74,6.33,478.231033144917,1564099200.0,9.072952061777007,0.0
11.18596460105013,3.0,26.017149564880686,-111.34263639071924,26.538853029567832,32.69605936006462,7.952253710004039,6.9,9251.97920623724,1403049600.0,11.230850170109052,0.0
17.530607605611344,2.0,25.84986798270034,-111.31707516782573,22.853496388319552,32.82361482897224,6.613527703420555,6.116399691953042,10112.0,1493571233.2543128,8.572449366199054,0.0
7.904772827845044,2.380954565569009,25.90218421944671,-111.29951572435503,22.974283158284262,32.85714547868281,7.269051398434385,7.463807710577723,1032.2829747764629,1460879994.7149754,9.904759064760288,0.0
13.849771448487587,3.0,26.054262548532506,-111.32860531875698,28.509001246644612,35.23000415548204,6.940004155482043,6.078514336413051,1734.994597873343,1469270867.4338224,10.560861382837128,0.0
1.263091295264232,1.0,25.994709574194953,-111.34678623795823,26.736908704735768,32.0,6.74,6.33,617.0265731895715,1562371200.0,10.03248167014871,0.0
12.51086373711055,3.0,26.015133875765446,-111.34050225769431,28.0,31.0,6.74,6.33,641.2384660306028,1564099200.0,9.35212101534063,0.0
6.144675382924078,2.1446753829240777,26.013836519142426,-111.3395002086605,23.554548106119395,32.747220919017785,6.6490623533895015,7.638218124734404,2754.497643912915,1462064099.0147774,10.467515178697903,0.0
8.289582604018218,3.0,26.045031155392167,-111.33352615689597,22.018052152085016,32.85972173601215,7.4811320003586035,6.049909739239575,622.8194784791499,1514834400.840171,9.807766086202935,0.0
6.846905204476007,2.8469052044760073,26.01602326280674,-111.34057391805764,16.0,32.0,7.58,6.08,652.9934200772974,1516320000.0,9.5846905204476,0.0
1.994899289123362,1.0,26.0560643564001,-111.32913502914636,26.00510071087664,32.0,6.74,6.33,325.03518363977867,1562371200.0,9.75195527250271,0.0
14.792000208124552,2.0,25.88870476104854,-111.32234874759922,26.903599832013754,32.56520001337943,6.7006799971754525,6.535880010554888,591.6239845095868,1490450457.635964,8.806733294433863,0.0
20.89872651872464,3.0,25.998291978242268,-111.33636591643489,19.05063674063768,32.0,7.570379019278841,6.087291690651826,10112.0,1496262949.9597049,9.27940772547401,0.0
13.222189423153743,3.0,26.006417290808674,-111.34297452092513,28.825077771981753,31.695245123609915,8.316662730778448,5.94,7640.8128476198735,1411516800.0,9.826724418486828,0.0
11.415588112576732,2.95382354304703,25.72579431107987,-111.23847593512083,24.36941165562376,32.0,6.663247049006138,6.763520599007153,9676.23277573482,1495033682.8329542,7.331313706400825,0.0
16.835358511312187,3.0,25.991734098827905,-111.3429082424085,28.66181164017799,28.37784929752641,7.612866338253395,6.162845685092006,4043.892742245235,1407174848.3152766,10.546648421794881,0.0
11.297595662981124,3.0,25.7325192359631,-111.2443052213473,26.577504910773964,31.719839710865408,7.356032057826918,6.01,9656.194468489482,1407628800.0,7.184452345456811,0.0
11.148738415077627,2.885126158492237,26.052084053503723,-111.32254143687827,19.148738415077627,33.770252316984475,6.996686585962749,7.0026958804541,7420.05309392974,1501648924.300656,10.280832217362892,0.0
15.0,3.0,25.922304,-111.347746,23.09096065266609,32.194794145857266,6.814279232236263,6.793512533598028,671.0629462543079,1497327718.0007806,8.582255870128517,0.0
10.546504696869714,3.0,25.923397665341305,-111.33518172362018,26.91910461387624,32.394685177500605,7.964534953031302,6.9,8768.694344889353,1403049600.0,8.964760377763476,0.0
15.80103388270355,3.0,25.96239407920018,-111.34794422338858,26.9,33.0,7.3,6.01,10684.881183360993,1445644800.0,8.69561592793897,0.0
17.558394228465907,2.0,25.84947393464736,-111.31702166071392,25.60943694933198,32.91279979387378,7.28779197114233,6.137312300944277,999.9530636112827,1445463981.6525767,8.119147539267654,0.0
7.310945674378999,3.0,26.01831965408647,-111.34190470539353,27.5,32.4,8.13,5.94,220.982575443009,1447027200.0,9.336276995344218,0.0
15.384837667869462,2.512795814681171,25.766971305966475,-111.2726198608232,24.48720418531883,32.48720418531883,6.63,6.8,5284.780931861041,1495065600.0,7.558989177857964,0.0
21.96547081002295,3.9261050578587824,26.027463026172445,-111.34349553178934,24.2,32.77783151735763,8.074136770250574,6.9,575.9032687562576,1402012800.0,10.729063099726655,0.0
11.80357151079647,3.0,25.84230408332773,-111.3169150353053,16.0,32.800595251799415,7.58,6.08,356.3571372658401,1516320000.0,8.252331326137657,0.0
3.9614166481651703,1.0,25.74791604866071,-111.25989461944363,27.96141664816517,32.980708324082585,6.74,6.33,758.4344958926678,1562371200.0,11.71141664816517,0.0
3.722729601860829,1.0,25.763177890504302,-111.26727798261759,27.90757653395361,32.90757653395361,6.74,6.33,762.8409440279124,1562371200.0,11.600582063225001,0.0
22.436579188527695,3.6243861256851297,25.985543555052306,-111.33862530891935,28.044169352104518,31.050736649177846,7.259390346857872,6.01,7902.778886919221,1415655162.4334097,10.757753348684885,0.0
19.408048377655533,2.0986586037240778,25.816613805103415,-111.31403498250853,26.00098658603724,32.080268279255186,7.310986586037241,6.01,8476.065365759201,1407628800.0,7.589687007535618,0.0
15.259046829610282,2.9481906340779434,25.916736824584845,-111.34591060140285,26.085337157067016,25.178208371231012,7.13932568586597,6.01,8682.913588069723,1407628800.0,8.483250946275346,0.0
15.643513757059514,3.0,26.00700695231939,-111.33870639136936,28.57800233260677,35.314781848063014,6.903217568785298,5.8938231458436405,4143.442273219139,1469059200.0,10.088839438761182,0.0
9.0,3.0,26.058156,-111.3283,30.665433829166638,32.721934560138884,6.8666839263916675,6.223382646833334,2390.1608614836205,1502659100.583984,10.225935514662037,0.0
1.387920469419941,1.0,26.035501344578286,-111.3387336591842,26.0,32.0,6.74,6.33,488.873552787196,1562371200.0,9.290940352064956,0.0
8.12608715746912,3.0,26.018367330606083,-111.34402751545198,27.813434724333955,32.48949273687757,7.939789854737552,6.9,9148.687696598878,1403049600.0,10.81734286343691,0.0
14.956606960771804,3.0,25.899527776304566,-111.34066858559132,23.398019266211936,32.66962487254026,7.915650895588423,6.9,9600.0,1403049600.0,9.334268894576882,0.0
8.985124807880954,2.0,25.971053305429837,-111.33353071573603,18.885950803659014,32.21322320056292,6.625735535988741,6.623024743532772,10112.0,1494678727.8248987,9.284572932676586,0.0
15.147145455952614,3.0,25.924237000806365,-111.34749237028242,25.960845606259955,31.809809697063507,7.280980969706351,6.01,6971.943537118577,1414454400.0,10.037921010304267,0.0
9.862526601669053,3.0,25.912961290718137,-111.28802043896535,24.414673240262513,32.48248403899857,7.857306248607773,6.222184174791368,5745.79988044184,1391135021.6129262,10.889671760679144,0.0
19.859306140834157,3.0,25.973684283305236,-111.33614907379865,27.374381287079956,32.15111312032147,7.328370437344049,6.01,9297.556446424052,1407628800.0,9.306678721928783,0.0
6.401956259319875,2.0,26.007685772153103,-111.33850497580036,19.712462594211935,32.514355580689994,7.2320097812965995,6.719040852192607,3055.925203639623,1444637767.7321188,9.805894708412353,0.0
14.940070876231117,3.0,25.898373218613894,-111.34047903245423,26.9,32.47003543811556,7.3,6.01,5362.281668504563,1445644800.0,8.44085400556741,0.0
20.76130845418498,3.0,26.002897890470802,-111.33711027920326,28.47130195388626,35.104339846287544,6.814339846287545,5.644972469692033,1898.3581998261905,1469650876.3048265,9.712627295774269,0.0
17.531370229968154,3.316421278746019,25.954803629540002,-111.34678471215517,26.91902375031457,26.983306823347533,7.177463191811903,6.01,8989.411993428908,1407628800.0,9.029060003368762,0.0
9.752966364135133,3.0,26.076767069622328,-111.32496285307415,34.0,33.87648318206757,6.82,6.09,672.5654404577035,1502928000.0,10.463538227447298,0.0
12.235178982782633,3.0,26.041710316382904,-111.33458233045397,26.9,33.0,7.3,6.01,10468.883577584294,1445644800.0,10.287301915363757,0.0
10.561795163114642,3.0,25.879845846002,-111.27388676972318,21.151668560245174,32.438204836885355,6.63,6.8,10112.0,1495065600.0,8.807687009713508,0.0
9.537646043359059,3.0,26.03391687331041,-111.32845086347976,23.12689312249188,32.80322371219537,7.210752920867181,6.715051925149268,2172.855689133326,1430409575.0699737,10.250887059802327,0.0
19.059177948802652,2.8706118632535103,26.002710557332787,-111.33764660275641,29.045155441704377,35.13530593162676,6.983049136066061,5.587151424951279,6976.36400856416,1469372215.7804172,9.938231356124415,0.0
19.26608247815831,3.0,25.958026893830645,-111.35273597687794,31.7059173969023,33.363304123907916,7.9095869845115105,6.33,231.3026288482876,1406678400.0,11.030004187648796,0.0
2.869504256408293,1.2484297875452266,26.056698693583236,-111.32892355899564,26.248429787545227,31.875785106227386,6.74,6.33,312.8143787106457,1562585843.3364391,9.61543386507967,0.0
22.706977150162658,3.853488575081328,26.021513842058692,-111.3436378805524,28.553232775337023,31.773255712459335,7.287325571245934,6.01,9537.57916456298,1407628800.0,10.026744287540664,0.0
8.683901243111718,2.0,25.97532502134974,-111.33411076474192,18.93780423738128,32.19170723165084,6.63,6.8,8212.564748803507,1495065600.0,9.213821280581938,0.0
14.844772700370187,3.0,26.011175012701273,-111.34068568310876,28.10469580460969,32.484087413829066,8.038408741382908,5.94,5318.553025833063,1411516800.0,9.896398893705134,0.0
11.247073884158468,2.6558842355198085,25.894901168737583,-111.33299825256066,22.62081931243563,34.072057882240095,7.795003200383675,7.654232809113853,3839.1231714885516,1460839248.5005033,10.607352627413366,0.0
6.400099911810333,1.720013321574711,25.972553358174945,-111.35295091664962,27.360006660787356,31.639993339212644,6.74,6.33,836.1221114695917,1562993291.5098405,10.097332667254596,0.0
16.491876550699327,3.0,26.006075207582604,-111.33850011801582,26.94456423254745,31.45937971904346,7.3167799118219286,6.01,10112.0,1414454400.0,10.96383553778513,0.0
10.55607194244556,3.0,25.8819141607196,-111.27439594749644,26.9,33.0,7.3,6.01,5263.052661874732,1445644800.0,9.077658752999453,0.0
7.347621171736737,2.449207057245579,26.033496999952884,-111.3343471557185,23.841984587209627,32.555079294275444,7.876682376833517,6.9,918.4732183722356,1402012800.0,10.888941256111723,0.0
12.154869428920474,2.7845130571079526,26.0251173276183,-111.32137955678348,22.98013302575966,32.92154869428921,6.625690261142159,6.621145837399601,10112.0,1491759997.5810492,11.02093584321524,0.0
9.105715406538472,3.0,26.040360238467237,-111.32336314337236,33.10141904442299,33.314998038557675,6.812599921542307,6.097928655490385,1330.3197489353824,1502864063.3221254,10.049355545682676,0.0
8.944922057220165,2.588984411444033,25.84145968334625,-111.27780198510229,21.328398674386214,32.0,6.63,6.8,10112.0,1495065600.0,8.198302000726859,0.0
6.328942542521393,2.3289425425213923,26.014410327077414,-111.33978195314752,23.010625609468114,32.802634474487164,7.7609183983867664,6.033948044047006,691.0164732878035,1450853838.045526,9.534870110117513,0.0
6.065218525668505,2.0652185256685054,26.013013080470227,-111.3392220642271,16.5,33.5,7.2,6.08,799.4780952523982,1535846400.0,9.441304196577532,0.0
6.2036322865174025,2.0,26.010498246909407,-111.33888687694198,25.0,31.014545163322673,6.7,6.9,4649.623840297569,1497484800.0,9.609576233239636,0.0
14.528767468568784,3.0,25.898645652951362,-111.33445194124766,26.154794473071792,25.612876116718848,7.157095870557295,6.01,8810.26293583774,1407628800.0,8.366438478451444,0.0
14.99072338046683,3.0,25.91402128943305,-111.33861182988238,28.0,31.336425539844388,6.74,6.33,830.7525908363228,1564099200.0,10.470686535131039,0.0
12.215328655324871,3.0,25.944339637867916,-111.32709961067596,27.107664327662437,32.55383216383122,6.74,6.33,2408.875109562907,1564099200.0,9.910477612308565,0.0
9.064829985244087,3.0,26.054574287768478,-111.333438062346,20.0166207496311,31.8,7.534538098967086,6.08,619.9676354551785,1391212800.0,12.436183088374937,0.0
13.668023415693726,2.0,25.904644116794174,-111.32451312548116,21.60786968697878,32.54771595826384,6.63,6.8,4685.230285521898,1495065600.0,8.620473402893603,0.0
